"ID","PID","Title","Keywords"
"hhhr7/8-5","hhhr7/8","7/8-5 Die Sprache der Mathematik",""
"hhhr7/8-5a","hhhr7/8-5","Äquivalenz","Equivalent"
"hhhr7/8-5b","hhhr7/8-5","Potenz","Power"
"hhhr7/8-5c","hhhr7/8-5","Ausdrücke mit Summen und Differenzen und Klammern berechnen (nur R)","Calculate_expression_with_signs_plus_or_minus__and_brackets"
"hhhr7/8-5d","hhhr7/8-5","die binomischen Formeln kennen (nur R)",""
"hhhr7/8-5e","hhhr7/8-5","Umformungsregeln für einfache lineare Gleichungen kennen und beim Lösen anwenden",""
"hhhr7/8-5f","hhhr7/8-5","lineare Gleichungen mit Hilfe von Äquivalenzumformungen lösen (nur R)",""
"hhhr7/8-5g","hhhr7/8-5","Formeln nach einer Variablen auflösen",""
"hhhr7/8-5h","hhhr7/8-5","Potenzen als andere Schreibweise von Multiplikationen kennen",""
"hhhr7/8-5i","hhhr7/8-5","die Begriffe „Potenz“ und „Exponent“ und „Basis“ kennen und anwenden",""
"hhhr7/8-6","hhhr7/8","7/8-6 Zuordnungen und Funktionen",""
"hhhr7/8-6a","hhhr7/8-6","Funktion","Function"
"hhhr7/8-6b","hhhr7/8-6","lineare Funktion","Linear_function"
"hhhr7/8-6c","hhhr7/8-6","Wertetabelle","Table_of_values"
"hhhr7/8-6d","hhhr7/8-6","Steigung","Gradient"
"hhhr7/8-6e","hhhr7/8-6","Nullstellen","Intersections_with_the_axis"
"hhhr7/8-6f","hhhr7/8-6","einen Graphen als Funktion interpretieren","interpret_a_plot_as_a_function"
"hhhr7/8-6g","hhhr7/8-6","Eine lineare Funktion graphisch darstellen","Represent_graph_of_linear_function"
"hhhr7/8-6h","hhhr7/8-6","einen Graphen entwerfen","Design_a_graph"
"hhhr7/8-6i","hhhr7/8-6","einen Graphen interpretieren","Interpret_graph"
"hhhr7/8-6j","hhhr7/8-6","die Steigung einer linearen Funktion grafisch interpretieren","Interpret_graphically_the_gradient_in_linear_function"
"hhhr7/8-6k","hhhr7/8-6","eine Wertetabelle zeichnen","plot_a_function_table"
"hhhr7/8-6l","hhhr7/8-6","Lagebeziehungen von Geraden (nur R)",""
"hhhr7/8-6m","hhhr7/8-6","Prozentrechnen in einfachen Fällen verwenden","Use_percentage_in_simple_cases"
"hhhr7/8-6n","hhhr7/8-6","Prozente anwenden","Apply_percentage"
"hhhr7/8-6o","hhhr7/8-6","mit Promille rechnen",""
"hhhr7/8-6p","hhhr7/8-6","einfache Zinsrechnung anwenden",""
"hhhr7/8-7","hhhr7/8","7/8-7 Beziehungen im Raum - Darstellen und Berechnen von Flächen und Prismen",""
"hhhr7/8-7a","hhhr7/8-7","einfache Figur","Simple_figure"
"hhhr7/8-7b","hhhr7/8-7","Umfang","Perimeter"
"hhhr7/8-7c","hhhr7/8-7","Formel für den Flächeninhalt","Formula_for_area"
"hhhr7/8-7d","hhhr7/8-7","Körper","Solidobjects"
"hhhr7/8-7e","hhhr7/8-7","Einfache Körper","Simple_solid_objects"
"hhhr7/8-7f","hhhr7/8-7","Netz eines Körpers","Net_of_a_solid"
"hhhr7/8-7g","hhhr7/8-7","Prisma","Prism"
"hhhr7/8-7h","hhhr7/8-7","Umformen","Expand"
"hhhr7/8-7i","hhhr7/8-7","dynamische Geometrie-Software","Dynamic_interactive_geometry_environments"
"hhhr7/8-7j","hhhr7/8-7","eine einfache Figur untersuchen","Analyze_simple_figure"
"hhhr7/8-7k","hhhr7/8-7","eine einfache Figur konstruieren","Construct_simple_figure"
"hhhr7/8-7l","hhhr7/8-7","eine Figur mit Zirkel und Lineal konstruieren","Construct_figure_with_ruler_and_compass"
"hhhr7/8-7m","hhhr7/8-7","die Winkelsumme im Dreieck kennen","Know_theorem_about_sum_of_angles_in_triangle"
"hhhr7/8-7n","hhhr7/8-7","die Winkelsumme im Dreieck verwenden","Use_theorem_about_the_sum_of_the_angles_in_triangle"
"hhhr7/8-7o","hhhr7/8-7","den Flächeninhalt eines Dreieck berechnen","Calculate_area_of_triangle"
"hhhr7/8-7p","hhhr7/8-7","die Formel für den Flächeninhalt eines Rechtecks verstehen","Understand_formula_of_area_of_rectangle"
"hhhr7/8-7q","hhhr7/8-7","Umfangs- unf Flächeninhaltsformeln anwenden",""
"hhhr7/8-7r","hhhr7/8-7","Vierecke klassifizieren",""
"hhhr7/8-7s","hhhr7/8-7","verschiedene Darstellungen eines Körpers aufzeigen","Visualise_various_representations_of_same_threeD_object"
"hhhr7/8-7t","hhhr7/8-7","einen einfachen Körper konstruieren","Construct_simple_solid_objects"
"hhhr7/8-7u","hhhr7/8-7","das Netz eines Körpers konstruieren","Construct_net_of_a_solid"
"hhhr7/8-7v","hhhr7/8-7","das Volumen eines geraden Prismas berechnen","Calculate_volume_of_right_prism"
"hhhr7/8-7w","hhhr7/8-7","die Oberfläche eines geraden Prismas berechnen",""
"hhhr7/8-7x","hhhr7/8-7","die Oberfläche durch Zerlegung berechnen","Calculate_area_of_surface_by_decomposing_it"
"hhhr7/8-7y","hhhr7/8-7","etwas mit dynamischen Abbilungen veranschaulichen","Visualise_dynamic_images"
"hhhr7/8-8","hhhr7/8","7/8-8 Daten und Zufall: Glücksspiele",""
"hhhr7/8-8a","hhhr7/8-8","Wahrscheinlichkeit","Probability"
"hhhr7/8-8b","hhhr7/8-8","Durchführung einfacher Wahrscheinlichkeitsberechnungen",""
"hhhr7/8-8c","hhhr7/8-8","die Wahrscheinlichkeit eines verknüpften Ereignis berechnen","Calculate_probability_of_compound_event"
"hhhr7/8-8d","hhhr7/8-8","ein Baumdiagramm zur Berechnung verwenden","use_tree_diagrams_to_count"
"hhhr7/8-8e","hhhr7/8-8","Anwenden der Produktregel (Pfadregel) (nur R)",""
"hhhr7/8-8f","hhhr7/8-8","Anwenden der Summenregel (nur R)",""
"","","",""
"hhhr9/10","hhhr","Jahrgangsstufe 9/10",""
